ID,Titre,Entreprise,Lieu,Source,Date,Description,Lien
2334,"Professeur Assistant H/F","Université Internationale de Rabat (UIR)","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Le Professeur Assistant H/F (Hôpital Universitaire de Rabat) est recherché pour une double mission académique et clinique. Vous enseignerez, mènerez des recherches et assurerez des soins au sein de la Faculté Internationale de Médecine et de l'Hôpital UIR. Un médecin spécialiste avec une solide expérience clinique, académique et en recherche est attendu pour ce poste en CDI.","https://www.rekrute.com/offre-emploi-professeur-assistant-hf-recrutement-universite-internationale-de-rabat-uir-rabat-176774.html"
2335,"Nous recrutons des chargés(es) de relation client en réception d'appels.","Foundever (ex Sitel Group)","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Foundever recherche des Chargés de Relation Client en réception d'appels à Casanearshore. Votre mission principale sera d'assurer un support client de qualité, de diagnostiquer les besoins et de proposer des solutions adaptées. Un niveau Baccalauréat, un excellent français et une fibre commerciale sont requis pour ce poste en CDI avec formation rémunérée.","https://www.rekrute.com/offre-emploi-nous-recrutons-des-chargeses-de-relation-client-en-reception-dappels.-recrutement-foundever-ex-sitel-group-casablanca-177543.html"
2336,"Stage PFE - Communication & Community management (profil anglophone)","Orange Business","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Orange Business recherche un stagiaire PFE en Communication & Community Management (profil anglophone) pour élaborer une stratégie de communication interne et externe. Vos missions incluront la création de contenu, l'animation de communautés et la définition d'indicateurs de performance. Ce stage de 6 mois s'adresse aux titulaires d'un Bac +4 en communication ou community management.","https://www.rekrute.com/offre-emploi-stage-pfe---communication-community-management-profil-anglophone-recrutement-orange-business-rabat-178107.html"
2337,"Stage PFE - Ingénieur Sharepoint / Data","Orange Business","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Orange Business recherche un Ingénieur Sharepoint / Data en stage PFE de 6 mois pour concevoir et déployer un portail SharePoint et un chatbot IA. Vous serez responsable de la gestion documentaire, de la création d'une vitrine de présentation et de l'assistance aux chefs de projets. Ce stage s'adresse aux étudiants en Master ou ingénierie (Bac +4).","https://www.rekrute.com/offre-emploi-stage-pfe---ingenieur-sharepoint-data-recrutement-orange-business-rabat-178108.html"
2338,"Manager Qualité","Non spécifié","Tanger (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Manager Qualité recherché par une multinationale automobile pour développer et piloter le système de management de la qualité (ISO 9001, IATF 16949). Vous animerez la démarche qualité, mettrez en place des indicateurs, piloterez les actions correctives et assurerez la conformité. Minimum 5 ans d'expérience dans un poste similaire dans l'automobile, avec maîtrise des normes et outils qualité.","https://www.rekrute.com/offre-emploi-manager-qualite-recrutement-confidentiel-tanger-178109.html"
2339,"Responsable Recouvrement (H/F) – Secteur BTP","Carl Rogers Consulting","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez un acteur majeur du BTP en tant que Responsable Recouvrement (H/F). Vous piloterez la politique de recouvrement, gérerez les créances clients et superviserez les procédures contentieuses. Formation Bac +3/5 en finance/gestion et expérience significative dans le secteur BTP sont requises.","https://www.rekrute.com/offre-emploi-responsable-recouvrement-hf-secteur-btp-recrutement-carl-rogers-consulting-casablanca-178110.html"
2340,"Gestionnaire des Immobilisations Sénior (Rabat)","Fondation Arrawaj","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  La Fondation Arrawaj recrute un Gestionnaire des Immobilisations Senior à Rabat. Vos missions incluent la gestion complète des immobilisations, le suivi des stocks et la réalisation d'inventaires. Vous justifiez d'une expérience de 4 à 6 ans dans ce domaine et possédez une formation Bac+3 à Bac+5 en comptabilité/gestion.","https://www.rekrute.com/offre-emploi-gestionnaire-des-immobilisations-senior-rabat-recrutement-fondation-arrawaj-rabat-178111.html"
2341,"Commercial en Immobilier (H/F)","Carl Rogers Consulting","Marrakech (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez une équipe dynamique en tant que Commercial(e) en Immobilier (H/F) ! Vos missions incluront la prospection, l'estimation de biens, l'organisation de visites et la négociation. Nous recherchons une personne dotée d'une forte fibre commerciale, d'un excellent sens relationnel et de négociation, ainsi que d'autonomie et de rigueur.","https://www.rekrute.com/offre-emploi-commercial-en-immobilier-hf-recrutement-carl-rogers-consulting-marrakech-178112.html"
2342,"Onboarding Specialist - Chargé(e) d'intégration (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez BTECHNOLOGIE en tant qu'Onboarding Specialist (H/F) à Rabat pour gérer l'intégration des nouveaux collaborateurs. Vos missions incluent la coordination des parcours, le suivi administratif et l'amélioration continue des processus. Bac+3 à Bac+5 en RH/Gestion, avec un intérêt pour les RH et une bonne organisation, les débutants sont acceptés.","https://www.rekrute.com/offre-emploi-onboarding-specialist---chargee-dintegration-hf-recrutement-btechnologie-rabat-178113.html"
2343,"Responsable Transport et Douane","FIGEAC Aero Maroc","Nouaceur (Maroc)","Rekrute","03/01/2026","Catégorie:  FIGEAC AERO recherche un Responsable Transport et Douane expérimenté pour superviser les opérations logistiques nationales et internationales. Vous assurerez la conformité douanière, gérerez les prestataires et optimiserez les coûts. Un Bac+5 et 10 ans d'expérience en logistique internationale, avec une maîtrise de l'anglais, sont requis.","https://www.rekrute.com/offre-emploi-responsable-transport-et-douane-recrutement-figeac-aero-maroc-nouaceur-178114.html"
2344,"Ingenieur de recherche en geophysique appliquee et modelisation geologique H/F 1","UM6P - Université Mohammed VI Polytechnique","Benguerir (Maroc)","Rekrute","03/01/2026","Catégorie:  L'Université Mohammed VI Polytechnique recherche un Ingénieur de Recherche en Géophysique Appliquée et Modélisation Géologique H/F pour l'Institut GSMI. Le poste implique l'étude, le traitement et le développement de méthodes géophysiques, ainsi que la modélisation géologique. Les candidats doivent posséder un diplôme d'ingénieur/master/doctorat avec une spécialisation pertinente et une expérience en recherche.","https://www.rekrute.com/offre-emploi-ingenieur-de-recherche-en-geophysique-appliquee-et-modelisation-geologique-hf-1-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-178116.html"
2345,"Ingénieur Back-End","Ago Jobs & HR","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Nous recherchons un Ingénieur Back-End talentueux pour développer de nouvelles fonctionnalités et améliorer notre logiciel NXTPeople. Vous devez avoir une solide expérience avec PHP et Laravel, maîtriser le développement Agile Scrum, et parler couramment l'anglais et le néerlandais. Rejoignez notre équipe dynamique pour innover dans le secteur des RH.","https://www.rekrute.com/offre-emploi-ingenieur-back-end-recrutement-ago-jobs-hr-rabat-178117.html"
2346,"HR Business Partner","Coats Maroc","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Coats Maroc recherche un HR Business Partner (H/F) expérimenté pour gérer le cycle de vie des employés, le recrutement et la conformité RH. Le candidat idéal possède un Bac+3/5 en RH, 1-3 ans d'expérience au Maroc, et une bonne connaissance du droit du travail local. Maîtrise du français et de l'anglais requise.","https://www.rekrute.com/offre-emploi-hr-business-partner-recrutement-coats-maroc-casablanca-178059.html"
2347,"Chargé(e) de recrutement","FIGEAC Aero Maroc","Nouaceur (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez Figeac Aero Maroc à Nouaceur en tant que Chargé(e) de recrutement pour notre secteur Aéronautique/Spatial. Vos missions incluent l'identification, l'attraction et le recrutement des meilleurs talents, ainsi que la gestion des processus de sourcing et d'entretien. Profil recherché : Bac+4/5 RH avec 3-5 ans d'expérience industrielle, maîtrisant les techniques de recrutement et doté d'un fort esprit d'analyse.","https://www.rekrute.com/offre-emploi-chargee-de-recrutement-recrutement-figeac-aero-maroc-nouaceur-177074.html"
2348,"Coordinateur Paie","FIGEAC Aero Maroc","Nouaceur (Maroc)","Rekrute","03/01/2026","Catégorie:  FIGEAC AERO recrute un Coordinateur Paie expérimenté à Nouaceur pour gérer et optimiser les processus de paie. Vos missions incluront le calcul et le contrôle de paie, les déclarations sociales et la réponse aux sollicitations des collaborateurs. Vous possédez une formation Bac+3 à Bac+5, 3 à 5 ans d'expérience en paie, une excellente maîtrise des logiciels de paie, et faites preuve de rigueur et d'aisance relationnelle.","https://www.rekrute.com/offre-emploi-coordinateur-paie-recrutement-figeac-aero-maroc-nouaceur-177080.html"
2349,"Chef de projet sénior","FIGEAC Aero Maroc","Nouaceur (Maroc)","Rekrute","03/01/2026","Catégorie:  FIGEAC AERO recherche un Chef de Projet Sénior pour piloter des projets industriels, de la définition du besoin à la livraison. Vous coordonnerez les équipes, gérerez les risques et assurerez la communication avec les parties prenantes. Expérience requise de 5-8 ans en gestion de projets industriels, idéalement en aéronautique, et Bac+5.","https://www.rekrute.com/offre-emploi-chef-de-projet-senior-recrutement-figeac-aero-maroc-nouaceur-177781.html"
2350,"Comptable sénior","FIGEAC Aero Maroc","Nouaceur (Maroc)","Rekrute","03/01/2026","Catégorie:  FIGEAC AERO recrute un Comptable Sénior pour son site à Figeac. Ce poste implique la réalisation des opérations d'intercompagnie, le traitement des écritures de clôture, l'analyse des comptes et la préparation des déclarations fiscales. Il requiert un Bac+5 en Comptabilité/Finance, 5 ans d'expérience minimum, une excellente maîtrise des techniques comptables et des obligations fiscales marocaines.","https://www.rekrute.com/offre-emploi-comptable-senior-recrutement-figeac-aero-maroc-nouaceur-177784.html"
2351,"Responsable Recrutement H/F","GO RH Maroc","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  GO RH Maroc recrute un(e) Responsable Recrutement H/F pour piloter l'implantation d'une filiale. Vous définirez la stratégie, gérerez le cycle de recrutement complet, mettrez en place un ATS et développerez la marque employeur. Expérience de 5-10 ans en recrutement multinational requise, avec maîtrise des ATS, sourcing avancé et excellentes compétences en communication et analyse.","https://www.rekrute.com/offre-emploi-responsable-recrutement-hf-recrutement-go-rh-maroc-casablanca-177809.html"
2352,"Chargé de formation H/F","GO RH Maroc","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Chargé de formation H/F basé à Casablanca dans le secteur industriel. Vous piloterez la politique de formation, réaliserez des diagnostics, élaborerez le plan annuel et gérerez les prestataires. Profil Bac +5 avec 5-10 ans d'expérience en RH/Formation et maîtrise du dispositif OFPPT requis.","https://www.rekrute.com/offre-emploi-charge-de-formation-hf-recrutement-go-rh-maroc-casablanca-177808.html"
2353,"Ingénieur Systèmes","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Entité publique dans la distribution énergétique recrute un Ingénieur Systèmes (2 ans d'expérience max). Vos missions incluront la gestion, l'administration et l'exploitation des infrastructures SI, la garantie de la sécurité et la disponibilité des systèmes, ainsi que l'optimisation des performances. Diplôme d'ingénieur en Génie Informatique exigé.","https://www.rekrute.com/offre-emploi-ingenieur-systemes-recrutement-confidentiel-casablanca-178118.html"
2354,"Ingénieur Topographe","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Ingénieur Topographe recherché par une entité publique dans le secteur de la distribution énergétique. Vous gérerez et coordonnerez les études topographiques, contrôlerez les levés, assurerez les implantations et l'établissement des plans. Profil recherché : Diplôme d'Ingénieur d'État avec 1 à 2 ans d'expérience maximum.","https://www.rekrute.com/offre-emploi-ingenieur-topographe-recrutement-confidentiel-casablanca-178119.html"
2355,"Chargé de Relations Medias","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Entité publique dans le secteur de l'énergie recherche un Chargé de Relations Médias pour gérer les relations avec la presse, développer l'image de l'entreprise et participer à la stratégie de communication externe. Le poste requiert un diplôme Bac+5 en communication, journalisme ou relations publiques, ainsi qu'une solide expérience dans la gestion des médias et la production de contenu.","https://www.rekrute.com/offre-emploi-charge-de-relations-medias-recrutement-confidentiel-casablanca-178120.html"
